product_id,product_name,category,brand,price,cost,launch_date,current_inventory,reorder_level
PROD-0273,"StyleMax Clothing Model 1273",Clothing,StyleMax,153,99.45,2023-10-22,373,53
PROD-0274,"HomeComfort Home & Garden Model 1274",Home & Garden,HomeComfort,154,100.1,2024-11-23,374,54
PROD-0275,"ActiveLife Sports Model 1275",Sports,ActiveLife,155,100.75,2020-12-24,375,55
PROD-0276,"ReadMore Books Model 1276",Books,ReadMore,13,8.45,2021-01-25,376,56
PROD-0277,"GlowUp Beauty Model 1277",Beauty,GlowUp,77,50.05,2022-02-26,377,57
PROD-0278,"AutoPro Automotive Model 1278",Automotive,AutoPro,158,102.7,2023-03-27,378,58
PROD-0279,"PlayFun Toys Model 1279",Toys,PlayFun,159,103.35,2024-04-28,379,59
PROD-0280,"TechnoCore Electronics Model 1280",Electronics,TechnoCore,430,279.5,2020-05-01,380,60
PROD-0281,"StyleMax Clothing Model 1281",Clothing,StyleMax,161,104.65,2021-06-02,381,61
PROD-0282,"HomeComfort Home & Garden Model 1282",Home & Garden,HomeComfort,162,105.3,2022-07-03,382,62
PROD-0283,"ActiveLife Sports Model 1283",Sports,ActiveLife,163,105.95,2023-08-04,383,63
PROD-0284,"ReadMore Books Model 1284",Books,ReadMore,21,13.65,2024-09-05,384,64
PROD-0285,"GlowUp Beauty Model 1285",Beauty,GlowUp,85,55.25,2020-10-06,385,65
PROD-0286,"AutoPro Automotive Model 1286",Automotive,AutoPro,166,107.9,2021-11-07,386,66
PROD-0287,"PlayFun Toys Model 1287",Toys,PlayFun,167,108.55,2022-12-08,387,67
PROD-0288,"TechnoCore Electronics Model 1288",Electronics,TechnoCore,438,284.7,2023-01-09,388,68
PROD-0289,"StyleMax Clothing Model 1289",Clothing,StyleMax,169,109.85,2024-02-10,389,69
PROD-0290,"HomeComfort Home & Garden Model 1290",Home & Garden,HomeComfort,170,110.5,2020-03-11,390,70
PROD-0291,"ActiveLife Sports Model 1291",Sports,ActiveLife,171,111.15,2021-04-12,391,71
PROD-0292,"ReadMore Books Model 1292",Books,ReadMore,29,18.85,2022-05-13,392,72
PROD-0293,"GlowUp Beauty Model 1293",Beauty,GlowUp,93,60.45,2023-06-14,393,73
PROD-0294,"AutoPro Automotive Model 1294",Automotive,AutoPro,174,113.1,2024-07-15,394,74
PROD-0295,"PlayFun Toys Model 1295",Toys,PlayFun,175,113.75,2020-08-16,395,75
PROD-0296,"TechnoCore Electronics Model 1296",Electronics,TechnoCore,446,289.9,2021-09-17,396,76
PROD-0297,"StyleMax Clothing Model 1297",Clothing,StyleMax,177,115.05,2022-10-18,397,77
PROD-0298,"HomeComfort Home & Garden Model 1298",Home & Garden,HomeComfort,178,115.7,2023-11-19,398,78
PROD-0299,"ActiveLife Sports Model 1299",Sports,ActiveLife,179,116.35,2024-12-20,399,79
PROD-0300,"ReadMore Books Model 1300",Books,ReadMore,12,7.8,2020-01-21,400,80
PROD-0301,"GlowUp Beauty Model 1301",Beauty,GlowUp,26,16.9,2021-02-22,401,81
PROD-0302,"AutoPro Automotive Model 1302",Automotive,AutoPro,32,20.8,2022-03-23,402,82
PROD-0303,"PlayFun Toys Model 1303",Toys,PlayFun,33,21.45,2023-04-24,403,83
PROD-0304,"TechnoCore Electronics Model 1304",Electronics,TechnoCore,154,100.1,2024-05-25,404,84
PROD-0305,"StyleMax Clothing Model 1305",Clothing,StyleMax,35,22.75,2020-06-26,405,85
PROD-0306,"HomeComfort Home & Garden Model 1306",Home & Garden,HomeComfort,36,23.4,2021-07-27,406,86
PROD-0307,"ActiveLife Sports Model 1307",Sports,ActiveLife,37,24.05,2022-08-28,407,87
PROD-0308,"ReadMore Books Model 1308",Books,ReadMore,20,13,2023-09-01,408,88
PROD-0309,"GlowUp Beauty Model 1309",Beauty,GlowUp,34,22.1,2024-10-02,409,89
PROD-0310,"AutoPro Automotive Model 1310",Automotive,AutoPro,40,26,2020-11-03,410,90
PROD-0311,"PlayFun Toys Model 1311",Toys,PlayFun,41,26.65,2021-12-04,411,91
PROD-0312,"TechnoCore Electronics Model 1312",Electronics,TechnoCore,162,105.3,2022-01-05,412,92
PROD-0313,"StyleMax Clothing Model 1313",Clothing,StyleMax,43,27.95,2023-02-06,413,93
PROD-0314,"HomeComfort Home & Garden Model 1314",Home & Garden,HomeComfort,44,28.6,2024-03-07,414,94
PROD-0315,"ActiveLife Sports Model 1315",Sports,ActiveLife,45,29.25,2020-04-08,415,95
PROD-0316,"ReadMore Books Model 1316",Books,ReadMore,28,18.2,2021-05-09,416,96
PROD-0317,"GlowUp Beauty Model 1317",Beauty,GlowUp,42,27.3,2022-06-10,417,97
PROD-0318,"AutoPro Automotive Model 1318",Automotive,AutoPro,48,31.2,2023-07-11,418,98
PROD-0319,"PlayFun Toys Model 1319",Toys,PlayFun,49,31.85,2024-08-12,419,99
PROD-0320,"TechnoCore Electronics Model 1320",Electronics,TechnoCore,170,110.5,2020-09-13,420,20
PROD-0321,"StyleMax Clothing Model 1321",Clothing,StyleMax,51,33.15,2021-10-14,421,21
PROD-0322,"HomeComfort Home & Garden Model 1322",Home & Garden,HomeComfort,52,33.8,2022-11-15,422,22
PROD-0323,"ActiveLife Sports Model 1323",Sports,ActiveLife,53,34.45,2023-12-16,423,23
PROD-0324,"ReadMore Books Model 1324",Books,ReadMore,36,23.4,2024-01-17,424,24
PROD-0325,"GlowUp Beauty Model 1325",Beauty,GlowUp,50,32.5,2020-02-18,425,25
PROD-0326,"AutoPro Automotive Model 1326",Automotive,AutoPro,56,36.4,2021-03-19,426,26
PROD-0327,"PlayFun Toys Model 1327",Toys,PlayFun,57,37.05,2022-04-20,427,27
PROD-0328,"TechnoCore Electronics Model 1328",Electronics,TechnoCore,178,115.7,2023-05-21,428,28
PROD-0329,"StyleMax Clothing Model 1329",Clothing,StyleMax,59,38.35,2024-06-22,429,29
PROD-0330,"HomeComfort Home & Garden Model 1330",Home & Garden,HomeComfort,60,39,2020-07-23,430,30
PROD-0331,"ActiveLife Sports Model 1331",Sports,ActiveLife,61,39.65,2021-08-24,431,31
PROD-0332,"ReadMore Books Model 1332",Books,ReadMore,19,12.35,2022-09-25,432,32
PROD-0333,"GlowUp Beauty Model 1333",Beauty,GlowUp,58,37.7,2023-10-26,433,33
PROD-0334,"AutoPro Automotive Model 1334",Automotive,AutoPro,64,41.6,2024-11-27,434,34
PROD-0335,"PlayFun Toys Model 1335",Toys,PlayFun,65,42.25,2020-12-28,435,35
PROD-0336,"TechnoCore Electronics Model 1336",Electronics,TechnoCore,186,120.9,2021-01-01,436,36
PROD-0337,"StyleMax Clothing Model 1337",Clothing,StyleMax,67,43.55,2022-02-02,437,37
PROD-0338,"HomeComfort Home & Garden Model 1338",Home & Garden,HomeComfort,68,44.2,2023-03-03,438,38
PROD-0339,"ActiveLife Sports Model 1339",Sports,ActiveLife,69,44.85,2024-04-04,439,39
PROD-0340,"ReadMore Books Model 1340",Books,ReadMore,27,17.55,2020-05-05,440,40
PROD-0341,"GlowUp Beauty Model 1341",Beauty,GlowUp,66,42.9,2021-06-06,441,41
PROD-0342,"AutoPro Automotive Model 1342",Automotive,AutoPro,72,46.8,2022-07-07,442,42
PROD-0343,"PlayFun Toys Model 1343",Toys,PlayFun,73,47.45,2023-08-08,443,43
PROD-0344,"TechnoCore Electronics Model 1344",Electronics,TechnoCore,194,126.1,2024-09-09,444,44
PROD-0345,"StyleMax Clothing Model 1345",Clothing,StyleMax,75,48.75,2020-10-10,445,45
PROD-0346,"HomeComfort Home & Garden Model 1346",Home & Garden,HomeComfort,76,49.4,2021-11-11,446,46
PROD-0347,"ActiveLife Sports Model 1347",Sports,ActiveLife,77,50.05,2022-12-12,447,47
PROD-0348,"ReadMore Books Model 1348",Books,ReadMore,35,22.75,2023-01-13,448,48
PROD-0349,"GlowUp Beauty Model 1349",Beauty,GlowUp,74,48.1,2024-02-14,449,49
PROD-0350,"AutoPro Automotive Model 1350",Automotive,AutoPro,80,52,2020-03-15,450,50
PROD-0351,"PlayFun Toys Model 1351",Toys,PlayFun,81,52.65,2021-04-16,451,51
PROD-0352,"TechnoCore Electronics Model 1352",Electronics,TechnoCore,202,131.3,2022-05-17,452,52
PROD-0353,"StyleMax Clothing Model 1353",Clothing,StyleMax,83,53.95,2023-06-18,453,53
PROD-0354,"HomeComfort Home & Garden Model 1354",Home & Garden,HomeComfort,84,54.6,2024-07-19,454,54
PROD-0355,"ActiveLife Sports Model 1355",Sports,ActiveLife,85,55.25,2020-08-20,455,55
PROD-0356,"ReadMore Books Model 1356",Books,ReadMore,18,11.7,2021-09-21,456,56
PROD-0357,"GlowUp Beauty Model 1357",Beauty,GlowUp,82,53.3,2022-10-22,457,57
PROD-0358,"AutoPro Automotive Model 1358",Automotive,AutoPro,88,57.2,2023-11-23,458,58
PROD-0359,"PlayFun Toys Model 1359",Toys,PlayFun,89,57.85,2024-12-24,459,59
PROD-0360,"TechnoCore Electronics Model 1360",Electronics,TechnoCore,210,136.5,2020-01-25,460,60
PROD-0361,"StyleMax Clothing Model 1361",Clothing,StyleMax,91,59.15,2021-02-26,461,61
PROD-0362,"HomeComfort Home & Garden Model 1362",Home & Garden,HomeComfort,92,59.8,2022-03-27,462,62
PROD-0363,"ActiveLife Sports Model 1363",Sports,ActiveLife,93,60.45,2023-04-28,463,63
PROD-0364,"ReadMore Books Model 1364",Books,ReadMore,26,16.9,2024-05-01,464,64
PROD-0365,"GlowUp Beauty Model 1365",Beauty,GlowUp,90,58.5,2020-06-02,465,65
PROD-0366,"AutoPro Automotive Model 1366",Automotive,AutoPro,96,62.4,2021-07-03,466,66
PROD-0367,"PlayFun Toys Model 1367",Toys,PlayFun,97,63.05,2022-08-04,467,67
PROD-0368,"TechnoCore Electronics Model 1368",Electronics,TechnoCore,218,141.7,2023-09-05,468,68
PROD-0369,"StyleMax Clothing Model 1369",Clothing,StyleMax,99,64.35,2024-10-06,469,69
PROD-0370,"HomeComfort Home & Garden Model 1370",Home & Garden,HomeComfort,100,65,2020-11-07,470,70
PROD-0371,"ActiveLife Sports Model 1371",Sports,ActiveLife,101,65.65,2021-12-08,471,71
PROD-0372,"ReadMore Books Model 1372",Books,ReadMore,34,22.1,2022-01-09,472,72
PROD-0373,"GlowUp Beauty Model 1373",Beauty,GlowUp,98,63.7,2023-02-10,473,73
PROD-0374,"AutoPro Automotive Model 1374",Automotive,AutoPro,104,67.6,2024-03-11,474,74
PROD-0375,"PlayFun Toys Model 1375",Toys,PlayFun,105,68.25,2020-04-12,475,75
PROD-0376,"TechnoCore Electronics Model 1376",Electronics,TechnoCore,226,146.9,2021-05-13,476,76
PROD-0377,"StyleMax Clothing Model 1377",Clothing,StyleMax,107,69.55,2022-06-14,477,77
PROD-0378,"HomeComfort Home & Garden Model 1378",Home & Garden,HomeComfort,108,70.2,2023-07-15,478,78
PROD-0379,"ActiveLife Sports Model 1379",Sports,ActiveLife,109,70.85,2024-08-16,479,79
PROD-0380,"ReadMore Books Model 1380",Books,ReadMore,17,11.05,2020-09-17,480,80
PROD-0381,"GlowUp Beauty Model 1381",Beauty,GlowUp,31,20.15,2021-10-18,481,81
PROD-0382,"AutoPro Automotive Model 1382",Automotive,AutoPro,112,72.8,2022-11-19,482,82
PROD-0383,"PlayFun Toys Model 1383",Toys,PlayFun,113,73.45,2023-12-20,483,83
PROD-0384,"TechnoCore Electronics Model 1384",Electronics,TechnoCore,234,152.1,2024-01-21,484,84
PROD-0385,"StyleMax Clothing Model 1385",Clothing,StyleMax,115,74.75,2020-02-22,485,85
PROD-0386,"HomeComfort Home & Garden Model 1386",Home & Garden,HomeComfort,116,75.4,2021-03-23,486,86
PROD-0387,"ActiveLife Sports Model 1387",Sports,ActiveLife,117,76.05,2022-04-24,487,87
PROD-0388,"ReadMore Books Model 1388",Books,ReadMore,25,16.25,2023-05-25,488,88
PROD-0389,"GlowUp Beauty Model 1389",Beauty,GlowUp,39,25.35,2024-06-26,489,89
PROD-0390,"AutoPro Automotive Model 1390",Automotive,AutoPro,120,78,2020-07-27,490,90
PROD-0391,"PlayFun Toys Model 1391",Toys,PlayFun,121,78.65,2021-08-28,491,91
PROD-0392,"TechnoCore Electronics Model 1392",Electronics,TechnoCore,242,157.3,2022-09-01,492,92
PROD-0393,"StyleMax Clothing Model 1393",Clothing,StyleMax,123,79.95,2023-10-02,493,93
PROD-0394,"HomeComfort Home & Garden Model 1394",Home & Garden,HomeComfort,124,80.6,2024-11-03,494,94
PROD-0395,"ActiveLife Sports Model 1395",Sports,ActiveLife,125,81.25,2020-12-04,495,95
PROD-0396,"ReadMore Books Model 1396",Books,ReadMore,33,21.45,2021-01-05,496,96
PROD-0397,"GlowUp Beauty Model 1397",Beauty,GlowUp,47,30.55,2022-02-06,497,97
PROD-0398,"AutoPro Automotive Model 1398",Automotive,AutoPro,128,83.2,2023-03-07,498,98
PROD-0399,"PlayFun Toys Model 1399",Toys,PlayFun,129,83.85,2024-04-08,499,99
PROD-0400,"TechnoCore Electronics Model 1400",Electronics,TechnoCore,250,162.5,2020-05-09,100,20
PROD-0401,"StyleMax Clothing Model 1401",Clothing,StyleMax,131,85.15,2021-06-10,101,21
PROD-0402,"HomeComfort Home & Garden Model 1402",Home & Garden,HomeComfort,132,85.8,2022-07-11,102,22
PROD-0403,"ActiveLife Sports Model 1403",Sports,ActiveLife,133,86.45,2023-08-12,103,23
PROD-0404,"ReadMore Books Model 1404",Books,ReadMore,16,10.4,2024-09-13,104,24
PROD-0405,"GlowUp Beauty Model 1405",Beauty,GlowUp,55,35.75,2020-10-14,105,25
PROD-0406,"AutoPro Automotive Model 1406",Automotive,AutoPro,136,88.4,2021-11-15,106,26
PROD-0407,"PlayFun Toys Model 1407",Toys,PlayFun,137,89.05,2022-12-16,107,27
PROD-0408,"TechnoCore Electronics Model 1408",Electronics,TechnoCore,258,167.7,2023-01-17,108,28
PROD-0409,"StyleMax Clothing Model 1409",Clothing,StyleMax,139,90.35,2024-02-18,109,29
PROD-0410,"HomeComfort Home & Garden Model 1410",Home & Garden,HomeComfort,140,91,2020-03-19,110,30
PROD-0411,"ActiveLife Sports Model 1411",Sports,ActiveLife,141,91.65,2021-04-20,111,31
PROD-0412,"ReadMore Books Model 1412",Books,ReadMore,24,15.6,2022-05-21,112,32
PROD-0413,"GlowUp Beauty Model 1413",Beauty,GlowUp,63,40.95,2023-06-22,113,33
PROD-0414,"AutoPro Automotive Model 1414",Automotive,AutoPro,144,93.6,2024-07-23,114,34
PROD-0415,"PlayFun Toys Model 1415",Toys,PlayFun,145,94.25,2020-08-24,115,35
PROD-0416,"TechnoCore Electronics Model 1416",Electronics,TechnoCore,266,172.9,2021-09-25,116,36
PROD-0417,"StyleMax Clothing Model 1417",Clothing,StyleMax,147,95.55,2022-10-26,117,37
PROD-0418,"HomeComfort Home & Garden Model 1418",Home & Garden,HomeComfort,148,96.2,2023-11-27,118,38
PROD-0419,"ActiveLife Sports Model 1419",Sports,ActiveLife,149,96.85,2024-12-28,119,39
PROD-0420,"ReadMore Books Model 1420",Books,ReadMore,32,20.8,2020-01-01,120,40
PROD-0421,"GlowUp Beauty Model 1421",Beauty,GlowUp,71,46.15,2021-02-02,121,41
PROD-0422,"AutoPro Automotive Model 1422",Automotive,AutoPro,152,98.8,2022-03-03,122,42
PROD-0423,"PlayFun Toys Model 1423",Toys,PlayFun,153,99.45,2023-04-04,123,43
PROD-0424,"TechnoCore Electronics Model 1424",Electronics,TechnoCore,274,178.1,2024-05-05,124,44
PROD-0425,"StyleMax Clothing Model 1425",Clothing,StyleMax,155,100.75,2020-06-06,125,45
PROD-0426,"HomeComfort Home & Garden Model 1426",Home & Garden,HomeComfort,156,101.4,2021-07-07,126,46
PROD-0427,"ActiveLife Sports Model 1427",Sports,ActiveLife,157,102.05,2022-08-08,127,47
PROD-0428,"ReadMore Books Model 1428",Books,ReadMore,15,9.75,2023-09-09,128,48
PROD-0429,"GlowUp Beauty Model 1429",Beauty,GlowUp,79,51.35,2024-10-10,129,49
PROD-0430,"AutoPro Automotive Model 1430",Automotive,AutoPro,160,104,2020-11-11,130,50
PROD-0431,"PlayFun Toys Model 1431",Toys,PlayFun,161,104.65,2021-12-12,131,51
PROD-0432,"TechnoCore Electronics Model 1432",Electronics,TechnoCore,282,183.3,2022-01-13,132,52
PROD-0433,"StyleMax Clothing Model 1433",Clothing,StyleMax,163,105.95,2023-02-14,133,53
PROD-0434,"HomeComfort Home & Garden Model 1434",Home & Garden,HomeComfort,164,106.6,2024-03-15,134,54
PROD-0435,"ActiveLife Sports Model 1435",Sports,ActiveLife,165,107.25,2020-04-16,135,55
PROD-0436,"ReadMore Books Model 1436",Books,ReadMore,23,14.95,2021-05-17,136,56
PROD-0437,"GlowUp Beauty Model 1437",Beauty,GlowUp,87,56.55,2022-06-18,137,57
PROD-0438,"AutoPro Automotive Model 1438",Automotive,AutoPro,168,109.2,2023-07-19,138,58
PROD-0439,"PlayFun Toys Model 1439",Toys,PlayFun,169,109.85,2024-08-20,139,59
PROD-0440,"TechnoCore Electronics Model 1440",Electronics,TechnoCore,290,188.5,2020-09-21,140,60
PROD-0441,"StyleMax Clothing Model 1441",Clothing,StyleMax,171,111.15,2021-10-22,141,61
PROD-0442,"HomeComfort Home & Garden Model 1442",Home & Garden,HomeComfort,172,111.8,2022-11-23,142,62
PROD-0443,"ActiveLife Sports Model 1443",Sports,ActiveLife,173,112.45,2023-12-24,143,63
PROD-0444,"ReadMore Books Model 1444",Books,ReadMore,31,20.15,2024-01-25,144,64
PROD-0445,"GlowUp Beauty Model 1445",Beauty,GlowUp,95,61.75,2020-02-26,145,65
PROD-0446,"AutoPro Automotive Model 1446",Automotive,AutoPro,176,114.4,2021-03-27,146,66
PROD-0447,"PlayFun Toys Model 1447",Toys,PlayFun,177,115.05,2022-04-28,147,67
PROD-0448,"TechnoCore Electronics Model 1448",Electronics,TechnoCore,298,193.7,2023-05-01,148,68
PROD-0449,"StyleMax Clothing Model 1449",Clothing,StyleMax,179,116.35,2024-06-02,149,69
PROD-0450,"HomeComfort Home & Garden Model 1450",Home & Garden,HomeComfort,30,19.5,2020-07-03,150,70
PROD-0451,"ActiveLife Sports Model 1451",Sports,ActiveLife,31,20.15,2021-08-04,151,71
PROD-0452,"ReadMore Books Model 1452",Books,ReadMore,14,9.1,2022-09-05,152,72
PROD-0453,"GlowUp Beauty Model 1453",Beauty,GlowUp,28,18.2,2023-10-06,153,73
PROD-0454,"AutoPro Automotive Model 1454",Automotive,AutoPro,34,22.1,2024-11-07,154,74
PROD-0455,"PlayFun Toys Model 1455",Toys,PlayFun,35,22.75,2020-12-08,155,75
PROD-0456,"TechnoCore Electronics Model 1456",Electronics,TechnoCore,306,198.9,2021-01-09,156,76
PROD-0457,"StyleMax Clothing Model 1457",Clothing,StyleMax,37,24.05,2022-02-10,157,77
PROD-0458,"HomeComfort Home & Garden Model 1458",Home & Garden,HomeComfort,38,24.7,2023-03-11,158,78
PROD-0459,"ActiveLife Sports Model 1459",Sports,ActiveLife,39,25.35,2024-04-12,159,79
PROD-0460,"ReadMore Books Model 1460",Books,ReadMore,22,14.3,2020-05-13,160,80
PROD-0461,"GlowUp Beauty Model 1461",Beauty,GlowUp,36,23.4,2021-06-14,161,81
PROD-0462,"AutoPro Automotive Model 1462",Automotive,AutoPro,42,27.3,2022-07-15,162,82
PROD-0463,"PlayFun Toys Model 1463",Toys,PlayFun,43,27.95,2023-08-16,163,83
PROD-0464,"TechnoCore Electronics Model 1464",Electronics,TechnoCore,314,204.1,2024-09-17,164,84
PROD-0465,"StyleMax Clothing Model 1465",Clothing,StyleMax,45,29.25,2020-10-18,165,85
PROD-0466,"HomeComfort Home & Garden Model 1466",Home & Garden,HomeComfort,46,29.9,2021-11-19,166,86
PROD-0467,"ActiveLife Sports Model 1467",Sports,ActiveLife,47,30.55,2022-12-20,167,87
PROD-0468,"ReadMore Books Model 1468",Books,ReadMore,30,19.5,2023-01-21,168,88
PROD-0469,"GlowUp Beauty Model 1469",Beauty,GlowUp,44,28.6,2024-02-22,169,89
PROD-0470,"AutoPro Automotive Model 1470",Automotive,AutoPro,50,32.5,2020-03-23,170,90
PROD-0471,"PlayFun Toys Model 1471",Toys,PlayFun,51,33.15,2021-04-24,171,91
PROD-0472,"TechnoCore Electronics Model 1472",Electronics,TechnoCore,322,209.3,2022-05-25,172,92
PROD-0473,"StyleMax Clothing Model 1473",Clothing,StyleMax,53,34.45,2023-06-26,173,93
PROD-0474,"HomeComfort Home & Garden Model 1474",Home & Garden,HomeComfort,54,35.1,2024-07-27,174,94
PROD-0475,"ActiveLife Sports Model 1475",Sports,ActiveLife,55,35.75,2020-08-28,175,95
PROD-0476,"ReadMore Books Model 1476",Books,ReadMore,13,8.45,2021-09-01,176,96
PROD-0477,"GlowUp Beauty Model 1477",Beauty,GlowUp,52,33.8,2022-10-02,177,97
PROD-0478,"AutoPro Automotive Model 1478",Automotive,AutoPro,58,37.7,2023-11-03,178,98
PROD-0479,"PlayFun Toys Model 1479",Toys,PlayFun,59,38.35,2024-12-04,179,99
PROD-0480,"TechnoCore Electronics Model 1480",Electronics,TechnoCore,330,214.5,2020-01-05,180,20
PROD-0481,"StyleMax Clothing Model 1481",Clothing,StyleMax,61,39.65,2021-02-06,181,21
PROD-0482,"HomeComfort Home & Garden Model 1482",Home & Garden,HomeComfort,62,40.3,2022-03-07,182,22
PROD-0483,"ActiveLife Sports Model 1483",Sports,ActiveLife,63,40.95,2023-04-08,183,23
PROD-0484,"ReadMore Books Model 1484",Books,ReadMore,21,13.65,2024-05-09,184,24
PROD-0485,"GlowUp Beauty Model 1485",Beauty,GlowUp,60,39,2020-06-10,185,25
PROD-0486,"AutoPro Automotive Model 1486",Automotive,AutoPro,66,42.9,2021-07-11,186,26
PROD-0487,"PlayFun Toys Model 1487",Toys,PlayFun,67,43.55,2022-08-12,187,27
PROD-0488,"TechnoCore Electronics Model 1488",Electronics,TechnoCore,338,219.7,2023-09-13,188,28
PROD-0489,"StyleMax Clothing Model 1489",Clothing,StyleMax,69,44.85,2024-10-14,189,29
PROD-0490,"HomeComfort Home & Garden Model 1490",Home & Garden,HomeComfort,70,45.5,2020-11-15,190,30
PROD-0491,"ActiveLife Sports Model 1491",Sports,ActiveLife,71,46.15,2021-12-16,191,31
PROD-0492,"ReadMore Books Model 1492",Books,ReadMore,29,18.85,2022-01-17,192,32
PROD-0493,"GlowUp Beauty Model 1493",Beauty,GlowUp,68,44.2,2023-02-18,193,33
PROD-0494,"AutoPro Automotive Model 1494",Automotive,AutoPro,74,48.1,2024-03-19,194,34
PROD-0495,"PlayFun Toys Model 1495",Toys,PlayFun,75,48.75,2020-04-20,195,35
PROD-0496,"TechnoCore Electronics Model 1496",Electronics,TechnoCore,346,224.9,2021-05-21,196,36
PROD-0497,"StyleMax Clothing Model 1497",Clothing,StyleMax,77,50.05,2022-06-22,197,37
PROD-0498,"HomeComfort Home & Garden Model 1498",Home & Garden,HomeComfort,78,50.7,2023-07-23,198,38
PROD-0499,"ActiveLife Sports Model 1499",Sports,ActiveLife,79,51.35,2024-08-24,199,39
PROD-0500,"ReadMore Books Model 1500",Books,ReadMore,12,7.8,2020-09-25,200,40
PROD-0501,"GlowUp Beauty Model 1501",Beauty,GlowUp,76,49.4,2021-10-26,201,41
PROD-0502,"AutoPro Automotive Model 1502",Automotive,AutoPro,82,53.3,2022-11-27,202,42
PROD-0503,"PlayFun Toys Model 1503",Toys,PlayFun,83,53.95,2023-12-28,203,43
PROD-0504,"TechnoCore Electronics Model 1504",Electronics,TechnoCore,354,230.1,2024-01-01,204,44
PROD-0505,"StyleMax Clothing Model 1505",Clothing,StyleMax,85,55.25,2020-02-02,205,45
PROD-0506,"HomeComfort Home & Garden Model 1506",Home & Garden,HomeComfort,86,55.9,2021-03-03,206,46
PROD-0507,"ActiveLife Sports Model 1507",Sports,ActiveLife,87,56.55,2022-04-04,207,47
PROD-0508,"ReadMore Books Model 1508",Books,ReadMore,20,13,2023-05-05,208,48
PROD-0509,"GlowUp Beauty Model 1509",Beauty,GlowUp,84,54.6,2024-06-06,209,49
PROD-0510,"AutoPro Automotive Model 1510",Automotive,AutoPro,90,58.5,2020-07-07,210,50
PROD-0511,"PlayFun Toys Model 1511",Toys,PlayFun,91,59.15,2021-08-08,211,51
PROD-0512,"TechnoCore Electronics Model 1512",Electronics,TechnoCore,362,235.3,2022-09-09,212,52
PROD-0513,"StyleMax Clothing Model 1513",Clothing,StyleMax,93,60.45,2023-10-10,213,53
PROD-0514,"HomeComfort Home & Garden Model 1514",Home & Garden,HomeComfort,94,61.1,2024-11-11,214,54
PROD-0515,"ActiveLife Sports Model 1515",Sports,ActiveLife,95,61.75,2020-12-12,215,55
PROD-0516,"ReadMore Books Model 1516",Books,ReadMore,28,18.2,2021-01-13,216,56
PROD-0517,"GlowUp Beauty Model 1517",Beauty,GlowUp,92,59.8,2022-02-14,217,57
PROD-0518,"AutoPro Automotive Model 1518",Automotive,AutoPro,98,63.7,2023-03-15,218,58
PROD-0519,"PlayFun Toys Model 1519",Toys,PlayFun,99,64.35,2024-04-16,219,59
PROD-0520,"TechnoCore Electronics Model 1520",Electronics,TechnoCore,370,240.5,2020-05-17,220,60
PROD-0521,"StyleMax Clothing Model 1521",Clothing,StyleMax,101,65.65,2021-06-18,221,61
PROD-0522,"HomeComfort Home & Garden Model 1522",Home & Garden,HomeComfort,102,66.3,2022-07-19,222,62
PROD-0523,"ActiveLife Sports Model 1523",Sports,ActiveLife,103,66.95,2023-08-20,223,63
PROD-0524,"ReadMore Books Model 1524",Books,ReadMore,36,23.4,2024-09-21,224,64
PROD-0525,"GlowUp Beauty Model 1525",Beauty,GlowUp,25,16.25,2020-10-22,225,65
PROD-0526,"AutoPro Automotive Model 1526",Automotive,AutoPro,106,68.9,2021-11-23,226,66
PROD-0527,"PlayFun Toys Model 1527",Toys,PlayFun,107,69.55,2022-12-24,227,67
PROD-0528,"TechnoCore Electronics Model 1528",Electronics,TechnoCore,378,245.7,2023-01-25,228,68
PROD-0529,"StyleMax Clothing Model 1529",Clothing,StyleMax,109,70.85,2024-02-26,229,69
PROD-0530,"HomeComfort Home & Garden Model 1530",Home & Garden,HomeComfort,110,71.5,2020-03-27,230,70
PROD-0531,"ActiveLife Sports Model 1531",Sports,ActiveLife,111,72.15,2021-04-28,231,71
PROD-0532,"ReadMore Books Model 1532",Books,ReadMore,19,12.35,2022-05-01,232,72
PROD-0533,"GlowUp Beauty Model 1533",Beauty,GlowUp,33,21.45,2023-06-02,233,73
PROD-0534,"AutoPro Automotive Model 1534",Automotive,AutoPro,114,74.1,2024-07-03,234,74
PROD-0535,"PlayFun Toys Model 1535",Toys,PlayFun,115,74.75,2020-08-04,235,75
PROD-0536,"TechnoCore Electronics Model 1536",Electronics,TechnoCore,386,250.9,2021-09-05,236,76
PROD-0537,"StyleMax Clothing Model 1537",Clothing,StyleMax,117,76.05,2022-10-06,237,77
PROD-0538,"HomeComfort Home & Garden Model 1538",Home & Garden,HomeComfort,118,76.7,2023-11-07,238,78
PROD-0539,"ActiveLife Sports Model 1539",Sports,ActiveLife,119,77.35,2024-12-08,239,79
PROD-0540,"ReadMore Books Model 1540",Books,ReadMore,27,17.55,2020-01-09,240,80
PROD-0541,"GlowUp Beauty Model 1541",Beauty,GlowUp,41,26.65,2021-02-10,241,81
PROD-0542,"AutoPro Automotive Model 1542",Automotive,AutoPro,122,79.3,2022-03-11,242,82
PROD-0543,"PlayFun Toys Model 1543",Toys,PlayFun,123,79.95,2023-04-12,243,83
PROD-0544,"TechnoCore Electronics Model 1544",Electronics,TechnoCore,394,256.1,2024-05-13,244,84
